Project Name,Name and Location,Latitude,Longitude,Project Type,Borough,Opening Date,Year,Image link,Body Text,Link Info
Brooklyn-Queens Expressway,"Brooklyn-Queens Expressway,Brooklyn / Queens, NYC",-73.996258,40.699825,Road,Brooklyn / Queens,,1950,https://static01.nyt.com/images/2012/01/05/nyregion/BQE1/BQE1-jumbo-v2.jpg,"The Brooklyn–Queens Expressway was initially planned in 1936 as the Brooklyn–Queens Connecting Highway, a link between the Gowanus Parkway and the Triborough Bridge.[40] A part of the Brooklyn–Queens Connecting Highway, namely the Kosciuszko Bridge and the viaducts leading to the bridge, opened in 1939 between Meeker Avenue and NY 25. In 1940, Moses proposed an expressway between Queens and Brooklyn to relieve local streets of congestion from the Manhattan and Williamsburg Bridges.[41] A section between the Williamsburg and Kosciuszko bridges opened on May 25, 1950;[42] the road in its entirety was completed in 1964 at a cost of $137 million.[43][44] Construction of the Brooklyn–Queens Expressway, overseen by Moses, tore through many residential neighborhoods in Brooklyn and Queens instead of following the East River",https://en.wikipedia.org/wiki/Interstate_278#Brooklyn.E2.80.93Queens_Expressway_2
Belt Parkway,"Belt Parkway,Brooklyn / Queens, NYC",-73.880336,40.635635,Road,Brooklyn / Queens,,1934,https://i.ytimg.com/vi/udjr6ZCqw98/maxresdefault.jpg,"The Belt System is a series of connected limited-access highways that form a belt-like circle around the New York City boroughs of Brooklyn and Queens. The system comprises four officially separate parkways; however, three of the four are signed as the Belt Parkway. The three parkways that make up the signed Belt Parkway—the Shore Parkway, the Southern Parkway (not to be confused with the Southern State Parkway), and the Laurelton Parkway—are a combined 25.29 miles (40.70 km) in length. The Cross Island Parkway makes up the fourth parkway in the system, but is signed separately.",https://en.wikipedia.org/wiki/Belt_Parkway
Richmond Parkway,"Richmond Parkway,Staten Isalnd, NYC",-74.196049,40.535113,Road,Staten Isalnd,,1962,https://upload.wikimedia.org/wikipedia/en/3/33/Richmond_Pkwy.jpg,"The Korean War Veterans Parkway is a parkway that traverses the South Shore of Staten Island, New York, in the United States. It officially begins at the Outerbridge Crossing toll plaza and runs from southwest to northeast to a merge with Drumgoole Boulevard in the island's Greenridge section. The parkway is designated New York State Route 909C (NY 909C), an unsigned reference route, which continues northeast along Drumgoole Boulevard for a short distance to its end at an intersection with Richmond Avenue. The westernmost 0.38 miles (0.61 km) of the parkway overlaps with NY 440.

The parkway opened in 1972 as the Richmond Parkway. It was officially renamed the Korean War Veterans Parkway in 1997; however, the highway is still widely known by the Richmond Parkway name. As originally planned, the parkway would have continued northeast to Sunnyside and connected to Wolfe's Pond Park on Staten Island's South Shore by way of a spur known as Wolfe's Pond Parkway. The section of the Richmond Parkway east of Richmond Avenue was cancelled sometime after the 1960s as a result of community opposition; likewise, Wolfe's Pond Parkway was cancelled in the 1970s.",https://en.wikipedia.org/wiki/Korean_War_Veterans_Parkway
Brooklyn-Battery Tunnel,"Brooklyn-Battery Tunnel,Brooklyn / Manhattan, NYC",-74.009856,40.689278,Road,Brooklyn / Manhattan,5/15/1950,1959,https://upload.wikimedia.org/wikipedia/commons/1/11/Brooklyn%E2%80%93Battery_Tunnel_002.JPG,"The Brooklyn–Battery Tunnel, officially known as (but not usually called by locals) the Hugh L. Carey Tunnel, is a toll road in New York City that crosses under the East River at its mouth, connecting Brooklyn with Manhattan. The tunnel nearly passes underneath Governors Island, but does not provide vehicular access to the island. It consists of twin tubes, carrying four traffic lanes, and at 9,117 feet (2,779 m) is the longest continuous underwater vehicular tunnel in North America.[2] It was opened to traffic in 1950 and currently carries the Interstate 478 (I-478) designation; formerly, it was New York State Route 27A (NY 27A). The tunnel was officially renamed after former New York Governor Hugh Carey in 2010.",https://en.wikipedia.org/wiki/Brooklyn%E2%80%93Battery_Tunnel
Verrazano-Narrows Bridge,"Verrazano-Narrows Bridge,Brooklyn / Staten Island, NYC",-74.04466,40.606616,Road,Brooklyn / Staten Island,11/21/1964,1964,http://www.5dguide.com/wp-content/uploads/2015/11/verrazano-1.jpg,"The Verrazano–Narrows Bridge is a double-decked suspension bridge that connects the New York City boroughs of Staten Island and Brooklyn. It spans the Narrows, a body of water connecting the relatively protected upper bay with the larger, wide open lower bay.

The bridge is named for the Italian explorer Giovanni da Verrazzano who in 1524 became the first documented European explorer to enter New York Harbor and the Hudson River.[3] It has a central span of 4,260 feet (1,298 m) and was the longest suspension bridge in the world at its completion in 1964, until it was surpassed by the Humber Bridge in the United Kingdom in 1981. It has the 13th longest main span in the world, and the longest in the Americas. Its towers can be seen throughout New York City and in New Jersey.

The bridge marks the gateway to New York Harbor. All ships arriving at the Port of New York and New Jersey pass underneath the bridge and must therefore be built to accommodate the clearance under it.[3] Since 1976, the Staten Island end of the bridge has been the starting point of the New York City Marathon.[4]",https://en.wikipedia.org/wiki/Verrazano%E2%80%93Narrows_Bridge
Southern State Parkway,"Southern State Parkway, NYC",-73.467731,40.705954,Road,,,1927,https://upload.wikimedia.org/wikipedia/commons/b/b1/Southern_State_Parkway_at_41N.jpg,"The Southern State Parkway (also known as the Southern State or Southern Parkway) is a 25.53-mile (41.09 km) limited-access highway on Long Island, New York, in the United States. The parkway begins at an interchange with the Belt and Cross Island parkways in Elmont, in Nassau County, and travels east to an interchange with the Sagtikos State Parkway in West Islip, Suffolk County, where it becomes the Heckscher State Parkway. The Southern State Parkway comprises the western portion of unsigned New York State Route 908M (NY 908M), with the Heckscher Parkway occupying the eastern section.

Construction of the highway, designed by Robert Moses, began in 1925. The first section of the parkway opened in 1927. It reached its original eastern terminus (Bay Shore Road) in 1949, and was extended to its current eastern terminus in 1962.",https://en.wikipedia.org/wiki/Southern_State_Parkway
Wantagh State Parkway,"Wantagh State Parkway, NYC",-73.5649922,40.7703409,Road,,,1929,https://c1.staticflickr.com/6/5081/5336842729_fe4c04b1e0_b.jpg,"The Wantagh State Parkway is a 13.33-mile (21 km) long state parkway on Long Island, New York, in the United States. It links the Ocean Parkway in Jones Beach State Park with the Northern State Parkway in Westbury. The parkway is located approximately 30 miles (48 km) east of Manhattan and 14 miles (23 km) east of the Nassau–Queens border. Construction began in 1927 on this, one of the earliest of the Long Island parkways, with the initial 5-mile (8 km) segment opening two years later as the Jones Beach Causeway, connecting Merrick Road in Wantagh to newly opened Jones Beach State Park. The parkway is inventoried by the New York State Department of Transportation (NYSDOT) as New York State Route 908T (NY 908T), an unsigned reference route.",https://en.wikipedia.org/wiki/Wantagh_State_Parkway
Northern State Parkway,"Northern State Parkway, NYC",-73.7136524,40.759734,Road,,,1931,https://upload.wikimedia.org/wikipedia/commons/8/84/Northern_State_Parkway_Exit_38.jpg,"The Northern State Parkway (also known as the Northern State or Northern Parkway) is a 28.88-mile-long (46.48 km) limited-access state parkway on Long Island in the U.S. state of New York. The western terminus is at the Queens–Nassau County line, where the parkway continues westward into New York City as the Grand Central Parkway. The eastern terminus is at New York State Route 347 (NY 347) and NY 454 in Hauppauge. The parkway is designated New York State Route 908G (NY 908G), an unsigned reference route. As its name implies, the parkway services communities along the northern half of the island.

In western Nassau County the parkway sports six lanes, three eastbound and three westbound, narrowing to four lanes total in central Nassau at the Wantagh Parkway (exit 33) and through its twelve miles (19 km) or so in western Suffolk County, where it ends. It was constructed in stages throughout the 1930s and again post-World War II in the late 1940s/early 1950s until it reached its current terminus in Hauppauge in 1965. The Northern State Parkway is an eastern extension of the Grand Central Parkway. It was part of master planner Robert Moses' extensive road-building campaign and was built as a sister road to the Southern State Parkway. In recent years its design has quickly become dated due to an increase in commuter traffic using the roadway, and numerous improvements have been made (including the widening from four to six lanes in Central Nassau west to the Nassau-Queens line where it becomes the Grand Central) or are still on paper.",https://en.wikipedia.org/wiki/Northern_State_Parkway
Meadowbrook State Parkway,"Meadowbrook State Parkway, NYC",-73.571627,40.675404,Road,,,1932,https://upload.wikimedia.org/wikipedia/commons/7/7c/Meadowbrook_State_Parkway_at_Southern_State_Parkway_west.jpg,"The Meadowbrook State Parkway (also known as the Meadowbrook, the Meadowbrook Parkway or the MSP) is a 12.52-mile (20.15 km) parkway in Nassau County, New York, in the United States. Its southern terminus is at a full cloverleaf interchange with the Bay and Ocean parkways in Jones Beach State Park. The parkway heads north, crossing South Oyster Bay and intersecting Loop Parkway before crossing onto the mainland and connecting to the Southern State Parkway in North Merrick. It continues north to the village of Carle Place, where the Meadowbrook Parkway ends at exit 31A of the Northern State Parkway. The Meadowbrook Parkway is designated New York State Route 908E (NY 908E), an unsigned reference route. Most of the road is limited to non-commercial traffic, like most parkways in the state of New York; however, the portion south of Merrick Road is open to commercial traffic.

The Meadowbrook State Parkway was first envisioned in 1924 as part of the Long Island State Park Commission (LISPC) and Robert Moses's system to connect several parks in Nassau and Suffolk counties. One park included in the proposal was Jones Beach State Park, which opened along with the Ocean Parkway in 1929. Construction of the Meadowbrook and Loop causeways began in July 1933, and was slated for completion in January 1935. The Reconstruction Finance Corporation loaned $5,050,000 toward the project, which was completed in October 1934. Nassau County acquired the right-of-way for an extension to the Northern State Parkway in 1936, and the highway was originally intended to be finished for the 1939 World's Fair in Flushing Meadows, Queens. The start of construction was ultimately delayed until December 1953, and the $10 million (1953 USD) highway was completed in October 1956.

Reconstruction projects in the later parts of the 20th century have caused local protests by entities such as the town of Hempstead and the village of Westbury. The latter was concerned about construction affecting the way of life in Westbury, and the mayor and citizens wanted confirmation that the reconstruction of Northern State Parkway exit 31—the Meadowbrook State Parkway's northern terminus—would not lead to environmental disruption. In August 1998, the Meadowbrook was dedicated as the Senator Norman J. Levy Memorial Parkway in honor of Norman J. Levy, a state senator who helped sponsor the first seat belt law in the United States.",https://en.wikipedia.org/wiki/Meadowbrook_State_Parkway
Interborough Parkway,"Interborough Parkway, NYC",-73.8595162,40.7024457,Road,,,1936,http://forgotten-ny.com/wp-content/uploads/2016/08/P1220865.jpg,"The Jackie Robinson Parkway is a 4.95-mile (7.97 km) parkway in the New York City boroughs of Brooklyn and Queens. The western terminus of the parkway is at Jamaica Avenue in the Brooklyn neighborhood of East New York. It runs through Highland Park, along the north side of Ridgewood Reservoir, and through Forest Park. The eastern terminus is at the Kew Gardens Interchange in Kew Gardens, Queens, where the Jackie Robinson Parkway meets the Grand Central Parkway and Interstate 678 (I-678, the Van Wyck Expressway). It is designated New York State Route 908B (NY 908B), an unsigned reference route. The parkway was officially named the Interboro Parkway until 1997, when it was renamed for former Major League Baseball player Jackie Robinson.",https://en.wikipedia.org/wiki/Jackie_Robinson_Parkway
Henry Hudson Parkway,"Henry Hudson Parkway, NYC",-73.9449596,40.8439336,Road,,,1938,http://www.eastcoastroads.com/states/ny/nypark/henry/front.jpg,"The Henry Hudson Parkway is an 11.05-mile (17.78 km) parkway in New York City. The southern terminus is at West 72nd Street in Manhattan, where the parkway continues south as the West Side Highway. It is often erroneously referred to as the West Side Highway throughout its entire course in Manhattan. The northern terminus is at the Bronx–Westchester county boundary, where it continues north as the Saw Mill River Parkway. All but the northernmost mile of the road is co-signed as New York State Route 9A (NY 9A). In addition, the entirety of the parkway is designated New York State Route 907V (NY 907V), an unsigned reference route.

The owners of the parkway are the New York State Department of Transportation, New York City Department of Transportation, New York City Department of Parks and Recreation, Metropolitan Transportation Authority, Amtrak, and Port Authority of New York and New Jersey. The Henry Hudson Parkway was created by the Henry Hudson Parkway Authority, which was run by ""master builder"" Robert Moses. The highway itself was constructed from 1934–1937.",https://en.wikipedia.org/wiki/Henry_Hudson_Parkway
Laurelton Parkway,"Laurelton Parkway, NYC",-73.8803359,40.6356355,Road,,,1940,http://www.eastcoastroads.com/states/ny/nypark/belt/fullsize/blpe01_2.jpg,"Now on the Southern Parkway section of the Belt, the Belt continues eastward into exit 19, which connects to NY 878 (the Nassau Expressway) and indirectly with I-678, the Van Wyck Expressway. This interchange also serves as access to John F. Kennedy International Airport. Now with North and South Conduit Avenues serving as westbound and eastbound frontage roads for the parkway, passing exit 20, a junction with the JFK Expressway and the airport. Crossing under the Van Wyck, the Belt continues east through multiple underpasses and overpasses before reaching exit 21A, westbound side, which services 150th Street and Rockaway Boulevard. Crossing under Guy R. Brewer Boulevard, the Belt enters exit 21B, which connects to Farmers Boulevard and Guy R. Brewer Boulevard.[4]

Exit 22 services Springfield Boulevard, where the Belt Parkway begins to parallel a Long Island Rail Road line through Laurelton. Westbound, exit 23A services North Conduit Boulevard (NY 27) and 225th Street, while eastbound, exit 23B services NY 27 and the Sunrise Highway. At this junction, the parkway turns northeast and joins the Laurelton Parkway segment, which connects to exit 24A, Merrick Boulevard in both directions, and Francis Lewis Boulevard on the eastbound lanes. Exit 24B on the eastbound lanes connects also to Merrick Boulevard and 130th Avenue and on the westbound lanes connect Francis Lewis Boulevard. Just after crossing under 130th Avenue, the Belt enters exit 25A–B. At this interchange, the Laurelton Parkway segment ends, with exit 25A connecting to the western terminus of the Southern State Parkway and exit 25B servicing Elmont Road.[4]

At this interchange, the Belt Parkway crosses over the Southern State and becomes the Cross Island Parkway, which continues north through Queens, connecting to I-495, the Grand Central Parkway and eventually I-678, the Whitestone Expressway.[4]",https://en.wikipedia.org/wiki/Belt_Parkway
Cross Island Parkway,"Cross Island Parkway, NYC",-73.763439,40.771654,Road,,,1940,http://cdn.newsday.com/polopoly_fs/1.10801064.1441212204!/httpImage/image.jpg_gen/derivatives/landscape_1280/image.jpg,"Cross Island Parkway, also known as the 100th Infantry Division Parkway, is a parkway on Long Island, New York. The parkway is a part of the Belt Parkway system that runs along the perimeter of the boroughs of Queens and Brooklyn in New York City. The Cross Island Parkway runs 10.6 miles (17.1 km) from the Whitestone Expressway (Interstate 678 or I-678) in Whitestone past the Throgs Neck Bridge, along and across the border of Queens and Nassau County to meet up with the Southern State Parkway. The road is designated as New York State Route 907A (NY 907A), an unsigned reference route.

Being a part of the ""Belt System"", its exit numbering is a continuation of the Belt Parkway, with exit numbers increasing north. At exit 25A (Southern State Parkway), the Cross Island Parkway becomes the Belt Parkway (more specifically, the section once known as the Laurelton Parkway). Before its exits were renumbered to align with the Belt Parkway, they were numbered to co-align with the Southern State Parkway, which is why that parkway begins with exit 13 (the Cross Island Parkway was once exits 1 to 12).",https://en.wikipedia.org/wiki/Cross_Island_Parkway
Gowanus Parkway,"Gowanus Parkway, NYC",-74.0186186,40.6435805,Road,,,1941,http://www.aaroads.com/northeast/new_york278/i-278_wb_exit_024_05.jpg,"After the Verrazano Narrows Bridge, I-278 continues into Brooklyn on the Gowanus Expressway. Immediately after the bridge, the freeway comes to an eastbound exit and westbound entrance for the Belt Parkway. After this, a full interchange serves 92nd Street at which point I-278 becomes a single-level six-lane freeway. Along this road, one of the eastbound lanes serves as a high-occupancy vehicle lane.[8] The Gowanus Expressway continues northeast into urban residential neighborhoods and reaches an eastbound interchange at Fort Hamilton Parkway and a westbound interchange at 86th Street. Turning more to the north, I-278 comes to a partial interchange at 65th Street, with an exit eastbound and entrance eastbound. The road curves northwest at this point and comes to a directional interchange providing access to 3rd Avenue and the Belt Parkway.[2][3] The Gowanus Expressway turns northeast again at this interchange and continues along an elevated alignment through urban residential and commercial areas.[3] Along this viaduct, I-278 has interchanges with 38th Street/39th Street and the western terminus of NY 27 (Prospect Expressway). After the NY 27 interchange, the freeway widens to eight lanes and heads north, coming to an interchange with the Brooklyn–Battery Tunnel approach (I-478), with the exit ramps splitting from the median of I-278. Westbound access to the tunnel is provided by the Hamilton Avenue exit.[2][3]

In this area, the freeway passes over the Gowanus Canal, an extremely polluted canal that was once used for shipping, and has been designated a Superfund Site by the Environmental Protection Agency.",https://en.wikipedia.org/wiki/Interstate_278#Gowanus_Expressway
Heckscher State Parkway,"Heckscher State Parkway, NYC",-73.1660222,40.7114392,Road,,,1959,https://i.ytimg.com/vi/WmWgIf0EyfA/maxresdefault.jpg,"The Heckscher State Parkway (formerly known as the Heckscher Spur) is an 8.24-mile-long (13.26 km) parkway on Long Island, New York, in the United States. The parkway, located entirely within the Suffolk County town of Islip, begins at the south end of the Sagtikos State Parkway in West Islip, from where it continues west as the Southern State Parkway. It proceeds east as a six-lane parkway through Brentwood and Central Islip, loosely paralleling New York State Route 27 (NY 27). At Islip Terrace, the Heckscher Parkway turns southward, crossing NY 27 before ending at the toll barrier for Heckscher State Park in Great River. The parkway comprises the eastern portion of New York State Route 908M (NY 908M), an unsigned reference route, with the Southern State Parkway occupying the western section. In order to avoid confusion, the highway is signed as an extension of the Southern State Parkway west of the NY 27 interchange (exit 44).

The parkway was originally built in 1929 as a connector between NY 27A and the newly opened Heckscher (formerly Deer Range) State Park. In 1959, bids were announced for a new Heckscher State Parkway, which would connect the original road to the Sagtikos State Parkway. This section was officially opened on November 3, 1962, with a ceremony featuring speeches by Robert Moses and Governor Nelson Rockefeller. The Long Island Transportation Plan 2000, a long-term study done in the late 1990s, called for the Heckscher Parkway to be widened west of NY 27 to accommodate a carpool and bus lane.",https://en.wikipedia.org/wiki/Heckscher_State_Parkway
Ocean Parkway,"Ocean Parkway, NYC",-73.9688702,40.6142588,Road,,,1950,http://www.nycbikemaps.com/wp-content/uploads/2008/03/dscf0045.jpg,"Ocean Parkway is a 4.86-mile (7.82 km) boulevard in the west-central portion of the New York City borough of Brooklyn. It is inventoried by the New York State Department of Transportation (NYSDOT) as New York State Route 908H (NY 908H), an unsigned reference route.[3]",https://en.wikipedia.org/wiki/Ocean_Parkway_(Brooklyn)
Bethpage State Parkway,"Bethpage State Parkway, NYC",-73.463902,40.72197,Road,,,1936,https://upload.wikimedia.org/wikipedia/commons/b/b1/Bethpage_State_Parkway_-_Exit_B1.jpg,"The Bethpage State Parkway is a 2.49-mile (4.01 km) parkway in Nassau County on Long Island, New York, in the United States. It begins at a trumpet interchange with the Southern State Parkway in the village of North Massapequa and serves Boundary Avenue, NY 24, and Central Avenue before terminating at a traffic circle with Plainview Road and a local park road in Bethpage State Park. The parkway is designated as New York State Route 907E (NY 907E), an unsigned reference route. It is also ceremoniously designated as the Philip B. Healey Memorial Parkway for Assemblyman Philip B. Healey (1921–1996).

The Bethpage State Parkway was first proposed by Robert Moses and the Long Island State Park Commission in 1924 to help get people from New York City to parks in Nassau and Suffolk counties. Construction of the parkway began in 1934, and the highway opened on November 14, 1936, along with the Laurelton Parkway (part of the Belt Parkway system) in Queens. The new parkway cost $1.04 million (1936 USD) to construct. Moses proposed extending the Bethpage in both directions, south to Merrick Road via Massapequa State Park and north to Caumsett State Park, via an extended Bethpage and the new Caumsett State Parkway, respectively. Both proposals were not constructed; however, bike paths leading away from both directions of the parkway have been constructed or are under construction. Several scaled-back proposals to extend the Bethpage north have been proposed, including an extension to NY 25A in Cold Spring Harbor and another to NY 135 (the Seaford–Oyster Bay Expressway) in Bethpage.

A bike path was constructed along the Bethpage State Parkway in the 1970s using the alignment once reserved for the southern extension and land along the east side of the current parkway. Work is underway on the Bethpage Bikeway, an extension of the original bike path to the Long Island Rail Road station in Syosset. The extension also uses part of the former Long Island Motor Parkway.",https://en.wikipedia.org/wiki/Bethpage_State_Parkway
Cross County Parkway,"Cross County Parkway, NYC",-73.8437521,40.9288798,Road,,,1929,http://www.aaroads.com/northeast/new_york087/i-087_nyt_nb_exit_004_02.jpg,"The Cross County Parkway (CCP) is a 4.46-mile-long (7.18 km) parkway in lower Westchester County, New York, in the United States. The parkway is a critical east–west connection throughout Westchester, having full interchanges with every major north–south highway in southern Westchester with the exception of the New England Thruway. Among its junctions, it has access to the New York State Thruway mainline. The western terminus is at the Saw Mill River Parkway in Yonkers. The eastern terminus is at the Hutchinson River Parkway in Eastchester.

As evident from stubs and oversized overpasses, it appears that there were plans to expand the Parkway west from exit 3 and east from exit 9, respectively.[2] World War II had slowed this idea until it was shelved. The CCP is the only parkway in New York state that has express and local lanes. The parkway is designated New York State Route 907K (NY 907K), an unsigned reference route.",https://en.wikipedia.org/wiki/Cross_County_Parkway
Mosholu Parkway,"Mosholu Parkway, NYC",-73.8869527,40.885055,Road,,,1937,http://www.aaroads.com/northeast/new_york087/i-087_nb_exit_012_01.jpg,"The Mosholu Parkway is a hybrid freeway-standard parkway and grade-level roadway in the New York City borough of the Bronx, constructed from 1935 to 1937 as part of the roadway network created under Robert Moses. The roadway extends for 3.0 miles (4.8 km) between the New York Botanical Garden (where its southeast end meets the Bronx River Parkway) and Van Cortlandt Park (where its northwest end meets the Henry Hudson Parkway). The New York City Department of Transportation is responsible for the operation and maintenance of the roadway while the New York City Department of Parks and Recreation is responsible for the surrounding rights-of-way. The parkway is designated as New York State Route 908F (NY 908F), an unsigned reference route, by the New York State Department of Transportation.",https://en.wikipedia.org/wiki/Mosholu_Parkway
Saw Mill River Parkway,"Saw Mill River Parkway, NYC",-73.8881835,40.9031065,Road,,,1935,https://c1.staticflickr.com/6/5013/5407517744_a66f3357db_b.jpg,"The Saw Mill River Parkway (also known as the Saw Mill Parkway or the Saw Mill) is a north–south parkway that extends for 28.93 miles (46.56 km) through Westchester County, New York, in the United States. It begins at the border between Westchester County and the Bronx, as the continuation of the Henry Hudson Parkway leaving New York City, and heads generally northeastward to an interchange with Interstate 684 (I-684) and New York State Route 35 (NY 35). At its north end, the parkway serves as a collector/distributor road for both highways as it passes east of the hamlet of Katonah. The parkway is named for the Saw Mill River, which the highway parallels for most of its length.

The Saw Mill serves as an important connection from the Taconic State and Sprain Brook parkways to the Tappan Zee Bridge and New York State Thruway. It is not a limited-access highway as several of its exits are signalized at-grade intersections. However, most of the road has a high speed limit in spite of this fact.[citation needed] The Saw Mill River Parkway is inventoried by the New York State Department of Transportation (NYSDOT) as New York State Route 987D (NY 987D), an unsigned reference route designation.",https://en.wikipedia.org/wiki/Saw_Mill_River_Parkway
Sprain Parkway,"Sprain Parkway, NYC",-73.823745,41.0189206,Road,,,1963,https://upload.wikimedia.org/wikipedia/commons/2/2a/Sprain_Brook_Parkway_SB_north_of_Tuckahoe_Road.jpg,"The Sprain Brook Parkway (also known as The Sprain) is a 12.65-mile (20.36 km) long north–south parkway in Westchester County, New York, United States. It begins at an interchange with the Bronx River Parkway in the city of Yonkers, and ends at the former site of the Hawthorne Circle, where it merges into the Taconic State Parkway. The parkway serves an alternate to the Bronx River Parkway, boasting an interchange connection through western Westchester with Interstate 287. New York's Department of Transportation (NYSDOT) refers to it internally as New York State Route 987F (NY 987F), an unsigned reference route.

The Sprain Brook was first proposed in the early 1920s as a parkway between the Bronx River Parkway and the Hawthorne Circle. The parkway sold a majority of its right-of-way in the 1920s, but the proposed parkway met strong opposition from the village of Bronxville and Yonkers. The Sprain Brook proposal sat on the table until 1949, when the State Council of Parks, run by Robert Moses, sought to ease congestion on the Bronx River Parkway. Moses proposed that a new state park would be constructed in Westchester, with the Sprain Brook Parkway serving as a traffic alternative to the Bronx River, and nearly a decade and a half after the parkway was deeded land. This time, Bronxville opposed the project rather than Yonkers, but an agreement was worked out in 1951. This new alignment would bypass the parts of Bronxville and Yonkers to construct the freeway.

Construction of the alternative highway began in 1958, with the stretch from the Bronx River Parkway to Tuckahoe Road in Greenburgh This section was completed in 1961. The next piece, from Tuckahoe Road to Jackson Avenue, was constructed during 1962 and 1963, with it opening in the latter. Construction continued to the Cross Westchester Expressway (I-287) and was completed in 1969. At this point, the last missing piece was between the Cross Westchester and the Hawthorne Circle. This piece was delayed until 1976, when construction began on the last 2.7 miles (4.3 km) of parkway. The last piece of the parkway was opened on October 28, 1980 at the cost of $25 million (1980 USD).

From its opening in 1961 until 1979, the parkway was maintained by the East Hudson Parkway Authority, a commission created to maintain tolls on the Saw Mill River Parkway, the Bronx River Parkway and to provide general maintenance for the Taconic State Parkway. The authority was abolished in 1979, at which time, all maintenance of the Sprain Brook Parkway was turned over to NYSDOT.",https://en.wikipedia.org/wiki/Sprain_Brook_Parkway
Bronx River Parkway,"Bronx River Parkway, NYC",-73.8717641,40.8618032,Road,,,1925,https://www.nynjtc.org/sites/default/files/styles/hike_park_destination_page/public/park/DSC_0803.JPG?itok=1a8nhExd,"The Bronx River Parkway (sometimes abbreviated as the Bronx Parkway) is a 19.12-mile (30.77 km) long parkway in downstate New York in the United States. It is named for the nearby Bronx River, which it parallels. The southern terminus of the parkway is at Story Avenue near Bruckner Expressway in the Bronx neighborhood of Soundview. The northern terminus is at the Kensico Circle in North Castle, Westchester County, where the parkway connects to the Taconic State Parkway and, via a short connector, New York State Route 22 (NY 22). Within the Bronx, the parkway is maintained by the New York State Department of Transportation and is designated New York State Route 907H (NY 907H), an unsigned reference route. In Westchester County, the parkway is maintained by the Westchester County Department of Public Works and is designated unsigned County Route 9987 (CR 9987).

Most of the exits on the parkway, including the traffic light-controlled intersections in Westchester County, have interchange numbers. The term ""Bronx River Parkway"" originally referred to the Bronx River Reservation, New York's first linear park, of which the road is a portion, from the Bronx–Westchester county line to Kensico Dam Plaza. Current usage of the term is confined to the roadway, but extends it to the portion which now continues southward beyond the Reservation.[3]",https://en.wikipedia.org/wiki/Bronx_River_Parkway
Hutchinson River Parkway,"Hutchinson River Parkway, NYC",-73.8361016,40.850689,Road,,,1941,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/The_Hutch_at_Exit_26W.jpg/1024px-The_Hutch_at_Exit_26W.jpg,"The Hutchinson River Parkway (also known as The Hutch) is a north–south parkway in southern New York in the United States. It extends for 18.78 miles (30.22 km) from the massive Bruckner Interchange in the Throggs Neck section of the Bronx to the New York–Connecticut state line at Rye Brook. The parkway continues south from the Bruckner Interchange as the Whitestone Expressway (Interstate 678 or I-678) and north into Greenwich, Connecticut, as the Merritt Parkway (Connecticut Route 15). The roadway is named for English-born American religious leader Anne Hutchinson.

The road is designated as NY 908A within the Bronx and maintained by the New York City Department of Transportation (NYCDOT) and NY 907W within Westchester County, which is maintained by the New York State Department of Transportation (NYSDOT). Both designations are unsigned reference routes. Like the Bronx River Parkway, the reference route designation of the parkway in Westchester County violates the numbering scheme used by the New York State Department of Transportation.[citation needed] The second digit of a reference route designation typically indicates its region. While other reference routes in the county carry a second digit of ""8"", as Westchester County is located in region 8, the ""0"" in 907W is indicative of regions 10 and 11, containing Long Island and New York City, respectively.[citation needed]

Construction of the parkway began in 1924 and was completed in 1941. The portion of the parkway between Eastern Boulevard (now Bruckner Boulevard) in the Bronx and U.S. Route 1 (US 1) in Pelham Manor was designated as New York State Route 1X (NY 1X) from 1941 to 1946. NY 1A was subsequently realigned to follow the Hutch between Eastern Boulevard and US 1. The NY 1A designation was removed c. 1962.[3][4]",https://en.wikipedia.org/wiki/Hutchinson_River_Parkway
Shore Front Parkway,"Shore Front Parkway, NYC",-73.8153617,40.5837859,Road,,,1939,http://forgotten-ny.com/wp-content/uploads/2017/02/shorefront.pkwy_.jpg,"Shore Front Parkway is a two-lane beachfront road paralleling the boardwalk in Rockaway Beach in the New York City borough of Queens, running between Beach 73rd Street and Beach 108th Street.

The parkway was opened in 1939 under the direction of Robert Moses, who was the Commissioner of Parks of New York City at the time. Often called the ""road to nowhere"" by Rockaway residents because its termini do not access any well-traveled locations, Shore Front Parkway was intended by Moses as a link in a never-completed grand shorefront drive extending from Brooklyn to the Hamptons.[1] This project of Moses' was permanently thwarted in the 1960s when the National Park Service gained control of the bulk of Fire Island in Suffolk County, an essential link in the proposed highway, and decreed that it remain a permanently roadless National Seashore.[2]

Construction of the parkway entailed total or partial demolition of many private residences and thriving beachfront businesses and attractions, particularly the ""mechanical gadgetlands"" that Moses was known to despise. The Rockaways' Playland amusement park suffered permanent truncation to make way for the road. Even today, despite its width, the parkway yields relatively little vehicular use.

Shore Front Parkway has been changed to a two lane road as a result of a cyclist mortality, in an attempt to slow traffic down to a safer speed.",https://en.wikipedia.org/wiki/Shore_Front_Parkway
